,StartDate,EndDate,Category,Start,Stop,Miles,Purpose,Year,Month,Day,StartHour,Time of Day,Time Difference,Total Hours,MoreThan1Hour,Time Difference (Minutes),month_name,DayName
339,2016-04-29 18:46:00,2016-04-29 19:18:00,Business,Cary,Durham,14.2,Customer Visit,2016,4,29,18,Night,0 days 00:32:00,0.53,False,32.0,April,Friday
340,2016-04-29 22:44:00,2016-04-29 23:19:00,Business,Durham,Cary,18.2,Meeting,2016,4,29,22,Night,0 days 00:35:00,0.58,False,35.0,April,Friday
341,2016-04-30 18:42:00,2016-04-30 18:57:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,2016,4,30,18,Night,0 days 00:15:00,0.25,False,15.0,April,Saturday
342,2016-04-30 22:16:00,2016-04-30 22:34:00,Business,Waverly Place,Whitebridge,6.8,NA,2016,4,30,22,Night,0 days 00:18:00,0.3,False,18.0,April,Saturday
343,2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,2016,5,1,13,Day,0 days 00:08:00,0.13,False,8.0,May,Sunday
344,2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,NA,2016,5,1,14,Day,0 days 00:05:00,0.08,False,5.0,May,Sunday
345,2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,2016,5,1,17,Day,0 days 00:12:00,0.2,False,12.0,May,Sunday
346,2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,2016,5,1,17,Day,0 days 00:16:00,0.27,False,16.0,May,Sunday
347,2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,2016,5,1,22,Night,0 days 00:11:00,0.18,False,11.0,May,Sunday
348,2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,2016,5,2,14,Day,0 days 00:07:00,0.12,False,7.0,May,Monday
349,2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,2016,5,2,15,Day,0 days 00:11:00,0.18,False,11.0,May,Monday
350,2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016,5,3,22,Night,0 days 00:08:00,0.13,False,8.0,May,Tuesday
351,2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,2016,5,4,15,Day,0 days 00:21:00,0.35,False,21.0,May,Wednesday
355,2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,2016,5,5,21,Night,0 days 00:12:00,0.2,False,12.0,May,Thursday
356,2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,2016,5,5,22,Night,0 days 00:06:00,0.1,False,6.0,May,Thursday
357,2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,2016,5,5,23,Night,0 days 00:13:00,0.22,False,13.0,May,Thursday
359,2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,2016,5,6,16,Day,0 days 00:14:00,0.23,False,14.0,May,Friday
360,2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,2016,5,6,17,Day,0 days 00:26:00,0.43,False,26.0,May,Friday
361,2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,2016,5,9,6,Day,0 days 00:17:00,0.28,False,17.0,May,Monday
362,2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,2016,5,9,14,Day,0 days 00:27:00,0.45,False,27.0,May,Monday
363,2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,2016,5,9,17,Day,0 days 00:28:00,0.47,False,28.0,May,Monday
364,2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,2016,5,9,19,Night,0 days 00:24:00,0.4,False,24.0,May,Monday
365,2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,2016,5,10,9,Day,0 days 00:17:00,0.28,False,17.0,May,Tuesday
366,2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,2016,5,10,17,Day,0 days 00:12:00,0.2,False,12.0,May,Tuesday
367,2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,2016,5,11,8,Day,0 days 00:37:00,0.62,False,37.0,May,Wednesday
368,2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,2016,5,11,21,Night,0 days 00:17:00,0.28,False,17.0,May,Wednesday
369,2016-05-14 18:35:00,2016-05-14 18:39:00,Business,Cary,Morrisville,3.1,Meal/Entertain,2016,5,14,18,Night,0 days 00:04:00,0.07,False,4.0,May,Saturday
370,2016-05-14 23:01:00,2016-05-14 23:05:00,Business,Morrisville,Cary,3.1,Meal/Entertain,2016,5,14,23,Night,0 days 00:04:00,0.07,False,4.0,May,Saturday
371,2016-05-17 13:15:00,2016-05-17 13:23:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,2016,5,17,13,Day,0 days 00:08:00,0.13,False,8.0,May,Tuesday
372,2016-05-17 13:56:00,2016-05-17 14:08:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,2016,5,17,13,Day,0 days 00:12:00,0.2,False,12.0,May,Tuesday
373,2016-05-17 14:34:00,2016-05-17 14:40:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,2016,5,17,14,Day,0 days 00:06:00,0.1,False,6.0,May,Tuesday
374,2016-05-18 09:11:00,2016-05-18 09:41:00,Business,Cary,Morrisville,8.4,Customer Visit,2016,5,18,9,Day,0 days 00:30:00,0.5,False,30.0,May,Wednesday
375,2016-05-18 13:00:00,2016-05-18 13:02:00,Business,Morrisville,Raleigh,7.6,Customer Visit,2016,5,18,13,Day,0 days 00:02:00,0.03,False,2.0,May,Wednesday
376,2016-05-19 14:37:00,2016-05-19 15:01:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,2016,5,19,14,Day,0 days 00:24:00,0.4,False,24.0,May,Thursday
377,2016-05-20 10:56:00,2016-05-20 11:07:00,Business,Old City,Hog Island,11.2,Meeting,2016,5,20,10,Day,0 days 00:11:00,0.18,False,11.0,May,Friday
378,2016-05-20 15:43:00,2016-05-20 16:12:00,Business,Morrisville,Cary,8.2,Meal/Entertain,2016,5,20,15,Day,0 days 00:29:00,0.48,False,29.0,May,Friday
379,2016-05-22 15:39:00,2016-05-22 15:46:00,Business,Cary,Morrisville,3.0,Meal/Entertain,2016,5,22,15,Day,0 days 00:07:00,0.12,False,7.0,May,Sunday
380,2016-05-22 18:46:00,2016-05-22 18:53:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016,5,22,18,Night,0 days 00:07:00,0.12,False,7.0,May,Sunday
381,2016-05-23 20:19:00,2016-05-23 20:27:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,2016,5,23,20,Night,0 days 00:08:00,0.13,False,8.0,May,Monday
382,2016-05-23 21:09:00,2016-05-23 21:21:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,2016,5,23,21,Night,0 days 00:12:00,0.2,False,12.0,May,Monday
383,2016-05-27 20:26:00,2016-05-27 20:30:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,2016,5,27,20,Night,0 days 00:04:00,0.07,False,4.0,May,Friday
384,2016-05-27 20:47:00,2016-05-27 20:53:00,Business,Savon Height,Kilarney Woods,1.2,NA,2016,5,27,20,Night,0 days 00:06:00,0.1,False,6.0,May,Friday
385,2016-05-27 22:11:00,2016-05-27 22:14:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,2016,5,27,22,Night,0 days 00:03:00,0.05,False,3.0,May,Friday
386,2016-05-28 00:15:00,2016-05-28 00:21:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,2016,5,28,0,Night,0 days 00:06:00,0.1,False,6.0,May,Saturday
387,2016-05-28 12:52:00,2016-05-28 13:06:00,Business,Cary,Morrisville,6.1,Meal/Entertain,2016,5,28,12,Day,0 days 00:14:00,0.23,False,14.0,May,Saturday
388,2016-05-28 14:35:00,2016-05-28 15:04:00,Business,Morrisville,Cary,11.3,Customer Visit,2016,5,28,14,Day,0 days 00:29:00,0.48,False,29.0,May,Saturday
389,2016-05-31 13:54:00,2016-05-31 14:41:00,Business,Cary,Raleigh,14.9,Meeting,2016,5,31,13,Day,0 days 00:47:00,0.78,False,47.0,May,Tuesday
390,2016-05-31 16:02:00,2016-05-31 16:39:00,Business,Raleigh,Cary,14.0,Meeting,2016,5,31,16,Day,0 days 00:37:00,0.62,False,37.0,May,Tuesday
391,2016-05-31 17:50:00,2016-05-31 17:59:00,Business,Westpark Place,Whitebridge,1.8,NA,2016,5,31,17,Day,0 days 00:09:00,0.15,False,9.0,May,Tuesday
392,2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,2016,6,1,10,Day,0 days 00:28:00,0.47,False,28.0,June,Wednesday
393,2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,2016,6,1,13,Day,0 days 00:29:00,0.48,False,29.0,June,Wednesday
394,2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,2016,6,3,11,Day,0 days 00:20:00,0.33,False,20.0,June,Friday
395,2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,2016,6,3,13,Day,0 days 00:30:00,0.5,False,30.0,June,Friday
396,2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,2016,6,3,15,Day,0 days 00:23:00,0.38,False,23.0,June,Friday
397,2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,2016,6,3,18,Night,0 days 00:15:00,0.25,False,15.0,June,Friday
398,2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,2016,6,3,18,Night,0 days 00:12:00,0.2,False,12.0,June,Friday
399,2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,2016,6,3,19,Night,0 days 00:06:00,0.1,False,6.0,June,Friday
400,2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,2016,6,3,22,Night,0 days 00:19:00,0.32,False,19.0,June,Friday
401,2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,2016,6,5,14,Day,0 days 00:30:00,0.5,False,30.0,June,Sunday
402,2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,2016,6,5,15,Day,0 days 00:16:00,0.27,False,16.0,June,Sunday
403,2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,2016,6,5,15,Day,0 days 00:11:00,0.18,False,11.0,June,Sunday
404,2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,2016,6,5,18,Night,0 days 00:09:00,0.15,False,9.0,June,Sunday
405,2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,2016,6,5,21,Night,0 days 00:12:00,0.2,False,12.0,June,Sunday
406,2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,2016,6,5,23,Night,0 days 00:16:00,0.27,False,16.0,June,Sunday
407,2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,2016,6,6,15,Day,0 days 00:09:00,0.15,False,9.0,June,Monday
408,2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,2016,6,6,16,Day,0 days 00:08:00,0.13,False,8.0,June,Monday
409,2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,2016,6,6,20,Night,0 days 00:14:00,0.23,False,14.0,June,Monday
410,2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,2016,6,6,21,Night,0 days 00:29:00,0.48,False,29.0,June,Monday
411,2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,2016,6,6,21,Night,0 days 00:19:00,0.32,False,19.0,June,Monday
412,2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,2016,6,6,23,Night,0 days 00:14:00,0.23,False,14.0,June,Monday
413,2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,2016,6,7,21,Night,0 days 00:18:00,0.3,False,18.0,June,Tuesday
414,2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,2016,6,7,23,Night,0 days 00:23:00,0.38,False,23.0,June,Tuesday
415,2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,2016,6,8,8,Day,0 days 00:30:00,0.5,False,30.0,June,Wednesday
416,2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,2016,6,8,12,Day,0 days 00:57:00,0.95,False,57.0,June,Wednesday
417,2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,2016,6,8,13,Day,0 days 00:17:00,0.28,False,17.0,June,Wednesday
418,2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,2016,6,8,14,Day,0 days 00:06:00,0.1,False,6.0,June,Wednesday
419,2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,2016,6,8,16,Day,0 days 00:16:00,0.27,False,16.0,June,Wednesday
420,2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,2016,6,8,17,Day,0 days 00:02:00,0.03,False,2.0,June,Wednesday
421,2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,2016,6,8,17,Day,0 days 00:06:00,0.1,False,6.0,June,Wednesday
422,2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,2016,6,8,20,Night,0 days 00:14:00,0.23,False,14.0,June,Wednesday
423,2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,2016,6,10,15,Day,0 days 01:09:00,1.15,True,69.0,June,Friday
424,2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,2016,6,10,21,Night,0 days 00:17:00,0.28,False,17.0,June,Friday
425,2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,2016,6,10,23,Night,0 days 00:08:00,0.13,False,8.0,June,Friday
426,2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,2016,6,11,17,Day,0 days 00:08:00,0.13,False,8.0,June,Saturday
427,2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,2016,6,11,17,Day,0 days 00:05:00,0.08,False,5.0,June,Saturday
428,2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,NA,2016,6,11,17,Day,0 days 00:06:00,0.1,False,6.0,June,Saturday
429,2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,2016,6,11,21,Night,0 days 00:19:00,0.32,False,19.0,June,Saturday
430,2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,2016,6,11,23,Night,0 days 00:26:00,0.43,False,26.0,June,Saturday
431,2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,2016,6,12,19,Night,0 days 00:03:00,0.05,False,3.0,June,Sunday
432,2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,2016,6,12,20,Night,0 days 00:11:00,0.18,False,11.0,June,Sunday
433,2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,2016,6,12,21,Night,0 days 00:21:00,0.35,False,21.0,June,Sunday
434,2016-06-13 05:23:00,2016-06-13 05:42:00,Business,Cary,Morrisville,8.4,Meal/Entertain,2016,6,13,5,Night,0 days 00:19:00,0.32,False,19.0,June,Monday
435,2016-06-13 14:17:00,2016-06-13 14:46:00,Business,Oakland,Emeryville,13.2,Meeting,2016,6,13,14,Day,0 days 00:29:00,0.48,False,29.0,June,Monday
436,2016-06-13 18:08:00,2016-06-13 18:47:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,2016,6,13,18,Night,0 days 00:39:00,0.65,False,39.0,June,Monday
437,2016-06-13 18:54:00,2016-06-13 19:23:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,2016,6,13,18,Night,0 days 00:29:00,0.48,False,29.0,June,Monday
438,2016-06-13 20:00:00,2016-06-13 20:05:00,Business,Oakland,Unknown Location,5.2,Customer Visit,2016,6,13,20,Night,0 days 00:05:00,0.08,False,5.0,June,Monday
439,2016-06-14 12:03:00,2016-06-14 12:21:00,Business,Emeryville,San Francisco,9.8,NA,2016,6,14,12,Day,0 days 00:18:00,0.3,False,18.0,June,Tuesday
440,2016-06-14 16:09:00,2016-06-14 16:39:00,Business,San Francisco,Emeryville,11.6,Meeting,2016,6,14,16,Day,0 days 00:30:00,0.5,False,30.0,June,Tuesday
441,2016-06-14 17:15:00,2016-06-14 17:24:00,Business,Emeryville,Oakland,5.1,Meeting,2016,6,14,17,Day,0 days 00:09:00,0.15,False,9.0,June,Tuesday
442,2016-06-14 17:27:00,2016-06-14 17:57:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,2016,6,14,17,Day,0 days 00:30:00,0.5,False,30.0,June,Tuesday
443,2016-06-15 01:46:00,2016-06-15 02:06:00,Business,Kenner,New Orleans,12.4,Between Offices,2016,6,15,1,Night,0 days 00:20:00,0.33,False,20.0,June,Wednesday
444,2016-06-15 15:26:00,2016-06-15 15:34:00,Business,CBD,Lower Garden District,1.9,Between Offices,2016,6,15,15,Day,0 days 00:08:00,0.13,False,8.0,June,Wednesday
445,2016-06-15 16:37:00,2016-06-15 17:02:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,2016,6,15,16,Day,0 days 00:25:00,0.42,False,25.0,June,Wednesday
446,2016-06-15 17:29:00,2016-06-15 17:49:00,Personal,Lakeview,Storyville,5.5,NA,2016,6,15,17,Day,0 days 00:20:00,0.33,False,20.0,June,Wednesday
447,2016-06-15 19:52:00,2016-06-15 19:58:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,2016,6,15,19,Night,0 days 00:06:00,0.1,False,6.0,June,Wednesday
448,2016-06-16 13:36:00,2016-06-16 14:30:00,Business,New Orleans,Metairie,14.5,NA,2016,6,16,13,Day,0 days 00:54:00,0.9,False,54.0,June,Thursday
449,2016-06-16 14:42:00,2016-06-16 14:46:00,Business,Metairie,Kenner,2.7,NA,2016,6,16,14,Day,0 days 00:04:00,0.07,False,4.0,June,Thursday
450,2016-06-16 15:17:00,2016-06-16 15:41:00,Business,Kenner,New Orleans,15.0,NA,2016,6,16,15,Day,0 days 00:24:00,0.4,False,24.0,June,Thursday
451,2016-06-16 19:39:00,2016-06-16 19:56:00,Business,New Orleans,Kenner,12.9,NA,2016,6,16,19,Night,0 days 00:17:00,0.28,False,17.0,June,Thursday
452,2016-06-16 21:43:00,2016-06-16 21:56:00,Business,Kenner,New Orleans,13.6,NA,2016,6,16,21,Night,0 days 00:13:00,0.22,False,13.0,June,Thursday
453,2016-06-17 16:11:00,2016-06-17 16:44:00,Business,New Orleans,Kenner,12.2,NA,2016,6,17,16,Day,0 days 00:33:00,0.55,False,33.0,June,Friday
454,2016-06-18 00:29:00,2016-06-18 00:51:00,Business,Morrisville,Cary,8.7,NA,2016,6,18,0,Night,0 days 00:22:00,0.37,False,22.0,June,Saturday
455,2016-06-19 02:39:00,2016-06-19 02:50:00,Business,Cary,Raleigh,6.0,NA,2016,6,19,2,Night,0 days 00:11:00,0.18,False,11.0,June,Sunday
456,2016-06-19 05:51:00,2016-06-19 06:00:00,Business,Raleigh,Cary,5.9,NA,2016,6,19,5,Night,0 days 00:09:00,0.15,False,9.0,June,Sunday
457,2016-06-21 15:39:00,2016-06-21 16:08:00,Business,Cary,Raleigh,19.3,NA,2016,6,21,15,Day,0 days 00:29:00,0.48,False,29.0,June,Tuesday
458,2016-06-21 17:11:00,2016-06-21 18:02:00,Business,Raleigh,Cary,16.6,Meal/Entertain,2016,6,21,17,Day,0 days 00:51:00,0.85,False,51.0,June,Tuesday
459,2016-06-24 10:41:00,2016-06-24 10:57:00,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,2016,6,24,10,Day,0 days 00:16:00,0.27,False,16.0,June,Friday
460,2016-06-24 11:54:00,2016-06-24 12:01:00,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,2016,6,24,11,Day,0 days 00:07:00,0.12,False,7.0,June,Friday
461,2016-06-24 12:19:00,2016-06-24 12:37:00,Business,Cary,Raleigh,8.6,Errand/Supplies,2016,6,24,12,Day,0 days 00:18:00,0.3,False,18.0,June,Friday
462,2016-06-24 12:50:00,2016-06-24 13:12:00,Business,Raleigh,Morrisville,9.0,Errand/Supplies,2016,6,24,12,Day,0 days 00:22:00,0.37,False,22.0,June,Friday
463,2016-06-24 13:18:00,2016-06-24 13:27:00,Business,Morrisville,Cary,3.1,Errand/Supplies,2016,6,24,13,Day,0 days 00:09:00,0.15,False,9.0,June,Friday
464,2016-06-24 14:01:00,2016-06-24 14:20:00,Business,Cary,Morrisville,8.4,Temporary Site,2016,6,24,14,Day,0 days 00:19:00,0.32,False,19.0,June,Friday
465,2016-06-24 20:44:00,2016-06-24 21:02:00,Business,Kenner,New Orleans,12.8,NA,2016,6,24,20,Night,0 days 00:18:00,0.3,False,18.0,June,Friday
466,2016-06-25 09:03:00,2016-06-25 09:12:00,Business,CBD,Bywater,4.5,NA,2016,6,25,9,Day,0 days 00:09:00,0.15,False,9.0,June,Saturday
467,2016-06-25 09:15:00,2016-06-25 10:08:00,Business,New Orleans,Chalmette,11.8,Between Offices,2016,6,25,9,Day,0 days 00:53:00,0.88,False,53.0,June,Saturday
468,2016-06-25 10:18:00,2016-06-25 10:25:00,Business,Chalmette,Arabi,1.1,Errand/Supplies,2016,6,25,10,Day,0 days 00:07:00,0.12,False,7.0,June,Saturday
469,2016-06-25 10:50:00,2016-06-25 11:18:00,Business,Arabi,Metairie,17.0,Meal/Entertain,2016,6,25,10,Day,0 days 00:28:00,0.47,False,28.0,June,Saturday
470,2016-06-25 11:25:00,2016-06-25 11:34:00,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,2016,6,25,11,Day,0 days 00:09:00,0.15,False,9.0,June,Saturday
471,2016-06-25 11:53:00,2016-06-25 13:21:00,Business,Metairie,New Orleans,15.5,Meeting,2016,6,25,11,Day,0 days 01:28:00,1.47,True,88.0,June,Saturday
472,2016-06-25 19:47:00,2016-06-25 19:58:00,Business,Storyville,Marigny,1.6,NA,2016,6,25,19,Night,0 days 00:11:00,0.18,False,11.0,June,Saturday
473,2016-06-25 23:19:00,2016-06-25 23:26:00,Business,Marigny,Storyville,1.5,NA,2016,6,25,23,Night,0 days 00:07:00,0.12,False,7.0,June,Saturday
474,2016-06-26 17:43:00,2016-06-26 18:18:00,Business,New Orleans,Kenner,12.6,Meeting,2016,6,26,17,Day,0 days 00:35:00,0.58,False,35.0,June,Sunday
475,2016-06-26 18:45:00,2016-06-26 19:12:00,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,NA,2016,6,26,18,Night,0 days 00:27:00,0.45,False,27.0,June,Sunday
476,2016-06-26 19:41:00,2016-06-26 19:50:00,Business,Kenner,Kenner,2.2,NA,2016,6,26,19,Night,0 days 00:09:00,0.15,False,9.0,June,Sunday
477,2016-06-26 21:14:00,2016-06-26 21:42:00,Business,Kenner,New Orleans,13.0,NA,2016,6,26,21,Night,0 days 00:28:00,0.47,False,28.0,June,Sunday
478,2016-06-27 07:37:00,2016-06-27 08:48:00,Business,New Orleans,Covington,46.9,NA,2016,6,27,7,Day,0 days 01:11:00,1.18,True,71.0,June,Monday
479,2016-06-27 08:51:00,2016-06-27 09:00:00,Business,Covington,Covington,2.5,NA,2016,6,27,8,Day,0 days 00:09:00,0.15,False,9.0,June,Monday
480,2016-06-27 09:05:00,2016-06-27 09:33:00,Business,Covington,Covington,8.6,NA,2016,6,27,9,Day,0 days 00:28:00,0.47,False,28.0,June,Monday
481,2016-06-27 09:43:00,2016-06-27 10:08:00,Business,Covington,Covington,5.2,NA,2016,6,27,9,Day,0 days 00:25:00,0.42,False,25.0,June,Monday
482,2016-06-27 10:22:00,2016-06-27 10:39:00,Business,Covington,Covington,7.6,NA,2016,6,27,10,Day,0 days 00:17:00,0.28,False,17.0,June,Monday
483,2016-06-27 10:51:00,2016-06-27 10:58:00,Business,Covington,Covington,1.8,NA,2016,6,27,10,Day,0 days 00:07:00,0.12,False,7.0,June,Monday
484,2016-06-27 11:06:00,2016-06-27 11:24:00,Business,Covington,Mandeville,4.7,NA,2016,6,27,11,Day,0 days 00:18:00,0.3,False,18.0,June,Monday
485,2016-06-27 11:30:00,2016-06-27 11:42:00,Business,Mandeville,Mandeville,2.8,NA,2016,6,27,11,Day,0 days 00:12:00,0.2,False,12.0,June,Monday
486,2016-06-27 12:22:00,2016-06-27 13:02:00,Business,Mandeville,Metairie,30.0,NA,2016,6,27,12,Day,0 days 00:40:00,0.67,False,40.0,June,Monday
487,2016-06-27 13:56:00,2016-06-27 14:05:00,Business,Metairie,Kenner,4.4,NA,2016,6,27,13,Day,0 days 00:09:00,0.15,False,9.0,June,Monday
488,2016-06-27 21:09:00,2016-06-27 21:19:00,Business,Jamestown Court,Jamestown Court,1.0,NA,2016,6,27,21,Night,0 days 00:10:00,0.17,False,10.0,June,Monday
489,2016-06-28 00:48:00,2016-06-28 01:05:00,Business,Morrisville,Cary,8.2,Customer Visit,2016,6,28,0,Night,0 days 00:17:00,0.28,False,17.0,June,Tuesday
490,2016-06-28 20:13:00,2016-06-28 20:33:00,Business,Cary,Durham,10.4,Meeting,2016,6,28,20,Night,0 days 00:20:00,0.33,False,20.0,June,Tuesday
491,2016-06-28 23:34:00,2016-06-28 23:59:00,Business,Durham,Cary,9.9,Meeting,2016,6,28,23,Night,0 days 00:25:00,0.42,False,25.0,June,Tuesday
493,2016-06-29 08:56:00,2016-06-29 09:24:00,Business,Cary,Morrisville,7.3,NA,2016,6,29,8,Day,0 days 00:28:00,0.47,False,28.0,June,Wednesday
494,2016-06-29 10:22:00,2016-06-29 10:38:00,Business,Morrisville,Cary,7.4,NA,2016,6,29,10,Day,0 days 00:16:00,0.27,False,16.0,June,Wednesday
495,2016-06-29 11:49:00,2016-06-29 11:51:00,Business,Whitebridge,Westpark Place,1.6,NA,2016,6,29,11,Day,0 days 00:02:00,0.03,False,2.0,June,Wednesday
